,ID,Date,Category,Amount,Payment Method,Location
4985,4986,2024-08-08,Health,454.85,Debit Card,Phoenix
4986,4987,2024-08-02,Health,333.11,Debit Card,Chicago
4987,4988,2024-05-16,Food,113.41,Debit Card,New York
4988,4989,2023-10-19,Food,338.06,Cash,Los Angeles
4989,4990,2023-12-03,Entertainment,255.78,Mobile Payment,Chicago
4990,4991,2023-10-16,Utilities,82.05,Mobile Payment,Chicago
4991,4992,2024-01-26,Food,384.97,Mobile Payment,Houston
4992,4993,2023-12-12,Entertainment,432.38,Cash,Chicago
4993,4994,2024-09-14,Food,405.9,Mobile Payment,Houston
4994,4995,2023-12-27,Utilities,100.05,Credit Card,Los Angeles
4995,4996,2024-08-03,Health,302.72,Credit Card,New York
4996,4997,2024-04-12,Health,277.7,Mobile Payment,Los Angeles
4997,4998,2024-02-07,Transportation,63.03,Debit Card,Los Angeles
4998,4999,2023-12-03,Utilities,209.99,Cash,Houston
4999,5000,2024-01-27,Utilities,365.93,Debit Card,Los Angeles
5000,5001,2024-09-14,Utilities,306.25,Credit Card,New York
5001,5002,2024-06-07,Transportation,231.28,Debit Card,Chicago
5002,5003,2023-10-25,Entertainment,59.33,Credit Card,New York
5003,5004,2024-02-13,Utilities,461.16,Debit Card,Phoenix
5004,5005,2024-04-28,Clothing,155.59,Credit Card,New York
5005,5006,2024-06-17,Miscellaneous,91.65,Cash,New York
5006,5007,2023-12-03,Health,304.38,Debit Card,New York
5007,5008,2023-10-30,Clothing,351.45,Cash,Phoenix
5008,5009,2023-10-06,Food,174.29,Cash,Phoenix
5009,5010,2024-01-23,Utilities,354.15,Debit Card,Los Angeles
5010,5011,2024-09-04,Entertainment,275.25,Credit Card,Phoenix
5011,5012,2024-08-04,Clothing,353.44,Debit Card,New York
5012,5013,2024-08-10,Food,100.62,Debit Card,Chicago
5013,5014,2023-12-27,Entertainment,339.82,Credit Card,Chicago
5014,5015,2024-04-22,Utilities,75.7,Credit Card,Houston
5015,5016,2024-01-31,Clothing,113.18,Credit Card,Phoenix
5016,5017,2024-04-17,Transportation,219.5,Debit Card,Los Angeles
5017,5018,2024-03-03,Food,456.42,Credit Card,New York
5018,5019,2024-09-24,Clothing,111.81,Credit Card,Phoenix
5019,5020,2023-11-29,Clothing,61.79,Credit Card,New York
5020,5021,2024-03-24,Transportation,224.12,Credit Card,Phoenix
5021,5022,2024-03-15,Transportation,222.9,Cash,New York
5022,5023,2023-12-19,Clothing,79.14,Debit Card,Los Angeles
5023,5024,2024-06-10,Entertainment,71.21,Debit Card,Chicago
5024,5025,2024-08-28,Transportation,488.6,Mobile Payment,Chicago
5025,5026,2024-08-01,Transportation,213.68,Credit Card,Houston
5026,5027,2024-02-05,Miscellaneous,164.55,Debit Card,Houston
5027,5028,2023-10-06,Entertainment,98.43,Debit Card,Los Angeles
5028,5029,2024-01-30,Health,377.99,Cash,Chicago
5029,5030,2024-02-21,Entertainment,227.81,Credit Card,Houston
5030,5031,2023-10-30,Food,179.87,Debit Card,Houston
5031,5032,2024-06-03,Food,30.79,Credit Card,Phoenix
5032,5033,2024-04-23,Food,101.16,Debit Card,Phoenix
5033,5034,2024-06-22,Food,475.39,Mobile Payment,Phoenix
5034,5035,2024-09-14,Miscellaneous,87.02,Mobile Payment,New York
5035,5036,2023-12-06,Food,321.96,Cash,Los Angeles
5036,5037,2024-01-28,Food,166.29,Debit Card,Chicago
5037,5038,2024-02-13,Clothing,188.44,Debit Card,Phoenix
5038,5039,2024-08-03,Transportation,137.69,Credit Card,Houston
5039,5040,2024-02-06,Food,198.65,Debit Card,Chicago
5040,5041,2024-07-09,Transportation,183.13,Mobile Payment,Houston
5041,5042,2023-11-03,Transportation,71.07,Mobile Payment,Phoenix
5042,5043,2024-07-11,Utilities,446.71,Credit Card,New York
5043,5044,2024-06-15,Health,478.72,Credit Card,Chicago
5044,5045,2023-11-25,Health,277.47,Cash,Houston
5045,5046,2023-12-20,Health,488.42,Debit Card,Los Angeles
5046,5047,2024-01-24,Health,151.2,Cash,New York
5047,5048,2024-08-07,Food,453.55,Debit Card,New York
5048,5049,2024-01-24,Utilities,214.57,Debit Card,New York
5049,5050,2023-11-05,Clothing,92.62,Cash,Los Angeles
5050,5051,2023-10-20,Food,289.06,Debit Card,Houston
5051,5052,2024-06-09,Transportation,340.66,Mobile Payment,Houston
5052,5053,2024-01-17,Transportation,462.16,Credit Card,Phoenix
5053,5054,2024-04-23,Health,73.56,Debit Card,Chicago
5054,5055,2023-12-08,Transportation,121.29,Mobile Payment,Chicago
5055,5056,2023-10-03,Clothing,369.34,Cash,Houston
5056,5057,2023-10-23,Utilities,227.46,Mobile Payment,Chicago
5057,5058,2024-06-14,Utilities,313.93,Credit Card,Los Angeles
5058,5059,2023-12-09,Health,409.21,Debit Card,Houston
5059,5060,2024-05-28,Clothing,335.72,Credit Card,Los Angeles
5060,5061,2024-02-19,Entertainment,489.19,Mobile Payment,Phoenix
5061,5062,2024-05-12,Health,80.57,Cash,Chicago
5062,5063,2024-01-12,Miscellaneous,122.57,Debit Card,Houston
5063,5064,2024-06-07,Utilities,420.78,Debit Card,New York
5064,5065,2024-05-24,Clothing,480.64,Debit Card,Los Angeles
5065,5066,2024-02-01,Miscellaneous,322.7,Debit Card,Phoenix
5066,5067,2024-07-12,Health,271.72,Credit Card,New York
5067,5068,2024-07-17,Miscellaneous,231.37,Mobile Payment,Los Angeles
5068,5069,2023-12-27,Entertainment,353.42,Mobile Payment,Phoenix
5069,5070,2024-02-18,Clothing,119.99,Mobile Payment,Chicago
5070,5071,2024-02-14,Transportation,195.32,Debit Card,Los Angeles
5071,5072,2024-07-07,Miscellaneous,343.52,Cash,Houston
5072,5073,2024-04-24,Entertainment,370.66,Debit Card,Phoenix
5073,5074,2024-05-29,Miscellaneous,166.93,Cash,Chicago
5074,5075,2023-10-09,Transportation,70.27,Credit Card,Phoenix
5075,5076,2024-06-08,Clothing,309.24,Cash,Los Angeles
5076,5077,2023-12-20,Health,88.12,Debit Card,Chicago
5077,5078,2024-08-13,Utilities,33.54,Mobile Payment,New York
5078,5079,2024-05-20,Clothing,285.94,Mobile Payment,New York
5079,5080,2024-02-19,Transportation,227.59,Debit Card,Los Angeles
5080,5081,2024-09-11,Utilities,299.73,Cash,Houston
5081,5082,2024-03-22,Food,120.76,Mobile Payment,Chicago
5082,5083,2024-04-20,Miscellaneous,227.16,Credit Card,Los Angeles
5083,5084,2023-12-25,Health,423.33,Cash,New York
5084,5085,2024-04-11,Health,481.09,Cash,Los Angeles
5085,5086,2024-08-16,Clothing,228.92,Credit Card,Los Angeles
5086,5087,2024-03-18,Clothing,273.04,Mobile Payment,Chicago
5087,5088,2024-09-06,Clothing,237.22,Debit Card,Chicago
5088,5089,2024-05-09,Health,147.81,Mobile Payment,Los Angeles
5089,5090,2024-04-01,Transportation,43.33,Mobile Payment,Chicago
5090,5091,2023-12-13,Health,205.04,Mobile Payment,New York
5091,5092,2024-08-21,Miscellaneous,92.5,Mobile Payment,Phoenix
5092,5093,2024-06-21,Entertainment,356.15,Mobile Payment,Chicago
5093,5094,2024-01-29,Miscellaneous,401.76,Mobile Payment,Houston
5094,5095,2024-04-09,Utilities,120.39,Cash,Phoenix
5095,5096,2024-06-30,Entertainment,263.62,Credit Card,Chicago
5096,5097,2024-01-21,Health,143.12,Credit Card,Phoenix
5097,5098,2024-09-22,Transportation,295.02,Cash,Chicago
5098,5099,2024-05-17,Miscellaneous,82.52,Mobile Payment,Phoenix
5099,5100,2024-02-07,Transportation,107.37,Mobile Payment,Phoenix
5100,5101,2024-04-11,Miscellaneous,81.94,Mobile Payment,Houston
5101,5102,2024-08-17,Miscellaneous,34.24,Debit Card,Los Angeles
5102,5103,2024-04-20,Transportation,141.27,Debit Card,Houston
5103,5104,2023-11-21,Clothing,424.51,Debit Card,Houston
5104,5105,2024-03-20,Utilities,431.19,Credit Card,Phoenix
5105,5106,2024-04-11,Utilities,52.49,Debit Card,Chicago
5106,5107,2024-03-27,Miscellaneous,23.97,Debit Card,Houston
5107,5108,2024-01-17,Health,305.54,Debit Card,Phoenix
5108,5109,2024-05-24,Clothing,389.44,Cash,Houston
5109,5110,2024-01-28,Entertainment,118.84,Cash,Houston
5110,5111,2023-12-31,Food,101.06,Debit Card,New York
5111,5112,2024-01-23,Transportation,71.41,Mobile Payment,Houston
5112,5113,2024-07-28,Utilities,37.4,Mobile Payment,Chicago
5113,5114,2024-02-29,Utilities,278.94,Credit Card,Chicago
5114,5115,2024-03-04,Food,269.93,Cash,Phoenix
5115,5116,2023-10-05,Utilities,478.98,Mobile Payment,New York
5116,5117,2024-09-03,Clothing,157.2,Debit Card,Phoenix
5117,5118,2024-03-18,Transportation,367.94,Credit Card,Los Angeles
5118,5119,2023-10-06,Miscellaneous,323.61,Credit Card,Chicago
5119,5120,2023-12-25,Food,398.98,Cash,Phoenix
5120,5121,2024-07-26,Utilities,191.66,Mobile Payment,Houston
5121,5122,2024-04-13,Entertainment,212.35,Cash,New York
5122,5123,2024-06-13,Entertainment,78.89,Mobile Payment,New York
5123,5124,2024-09-02,Miscellaneous,204.6,Debit Card,Houston
5124,5125,2024-08-30,Clothing,156.89,Credit Card,Phoenix
5125,5126,2024-04-16,Entertainment,147.91,Mobile Payment,New York
5126,5127,2023-12-29,Clothing,232.99,Cash,New York
5127,5128,2024-07-09,Health,300.94,Credit Card,Los Angeles
5128,5129,2024-01-10,Food,379.4,Mobile Payment,Chicago
5129,5130,2024-07-28,Transportation,390.02,Debit Card,New York
5130,5131,2024-07-22,Miscellaneous,62.81,Debit Card,Chicago
5131,5132,2023-12-06,Food,154.03,Debit Card,Los Angeles
5132,5133,2024-08-20,Utilities,139.37,Cash,Houston
5133,5134,2024-03-10,Utilities,155.88,Cash,New York
5134,5135,2024-02-10,Health,188.66,Cash,New York
5135,5136,2023-11-10,Transportation,497.0,Mobile Payment,Houston
5136,5137,2024-09-07,Miscellaneous,88.63,Mobile Payment,Houston
5137,5138,2023-10-04,Transportation,177.09,Mobile Payment,New York
5138,5139,2024-07-19,Utilities,356.19,Cash,New York
5139,5140,2024-01-12,Health,419.01,Cash,Phoenix
5140,5141,2024-04-09,Clothing,259.13,Mobile Payment,Chicago
5141,5142,2023-11-13,Health,370.24,Credit Card,New York
5142,5143,2023-12-19,Utilities,227.9,Mobile Payment,Los Angeles
5143,5144,2024-09-11,Transportation,181.29,Mobile Payment,Phoenix
5144,5145,2024-07-07,Miscellaneous,188.76,Mobile Payment,Phoenix
5145,5146,2024-03-28,Miscellaneous,458.04,Credit Card,Phoenix
5146,5147,2023-11-19,Food,188.21,Credit Card,New York
5147,5148,2024-07-05,Miscellaneous,144.99,Mobile Payment,Phoenix
5148,5149,2023-11-10,Food,451.0,Cash,Houston
5149,5150,2023-12-09,Utilities,346.99,Debit Card,New York
5150,5151,2024-02-17,Entertainment,394.15,Mobile Payment,New York
5151,5152,2024-01-19,Transportation,322.63,Mobile Payment,Houston
5152,5153,2024-07-16,Clothing,200.16,Credit Card,Houston
5153,5154,2024-02-15,Utilities,282.99,Cash,Phoenix
5154,5155,2023-10-29,Health,206.8,Cash,Phoenix
5155,5156,2024-06-25,Clothing,158.99,Cash,Los Angeles
5156,5157,2024-01-31,Clothing,148.94,Debit Card,Chicago
5157,5158,2024-03-23,Food,445.85,Debit Card,Chicago
5158,5159,2024-03-28,Health,171.17,Mobile Payment,Chicago
5159,5160,2024-01-05,Food,81.35,Debit Card,Chicago
5160,5161,2024-08-31,Transportation,253.28,Credit Card,Chicago
5161,5162,2024-08-07,Food,320.31,Cash,Chicago
5162,5163,2024-07-05,Miscellaneous,273.85,Mobile Payment,Phoenix
5163,5164,2024-07-08,Health,261.11,Mobile Payment,Los Angeles
5164,5165,2024-09-12,Health,62.25,Mobile Payment,Houston
5165,5166,2023-12-26,Utilities,292.87,Cash,Phoenix
5166,5167,2024-06-13,Food,335.86,Debit Card,New York
5167,5168,2024-05-22,Entertainment,465.37,Mobile Payment,New York
5168,5169,2024-07-24,Transportation,273.81,Mobile Payment,Phoenix
5169,5170,2023-11-11,Health,371.33,Debit Card,Chicago
5170,5171,2024-07-11,Health,188.85,Cash,New York
5171,5172,2024-01-06,Transportation,234.87,Mobile Payment,Los Angeles
5172,5173,2023-12-18,Entertainment,197.12,Debit Card,Los Angeles
5173,5174,2024-05-23,Clothing,222.05,Debit Card,Phoenix
5174,5175,2024-07-28,Utilities,153.43,Debit Card,Houston
5175,5176,2023-12-18,Food,228.63,Cash,Los Angeles
5176,5177,2024-06-12,Transportation,376.87,Debit Card,Los Angeles
5177,5178,2024-04-10,Entertainment,426.65,Mobile Payment,New York
5178,5179,2024-06-24,Food,361.44,Debit Card,New York
5179,5180,2024-06-10,Transportation,260.06,Cash,Phoenix
5180,5181,2024-08-17,Utilities,78.86,Credit Card,Phoenix
5181,5182,2023-12-15,Transportation,185.14,Mobile Payment,Phoenix
5182,5183,2023-11-06,Clothing,46.88,Mobile Payment,Houston
5183,5184,2024-07-18,Transportation,283.91,Cash,Los Angeles
5184,5185,2024-02-19,Transportation,163.01,Debit Card,Los Angeles
5185,5186,2024-03-10,Miscellaneous,108.86,Mobile Payment,New York
5186,5187,2024-09-26,Transportation,395.89,Mobile Payment,New York
5187,5188,2023-12-27,Entertainment,54.24,Mobile Payment,Houston
5188,5189,2024-02-07,Health,482.12,Debit Card,Phoenix
5189,5190,2024-05-03,Entertainment,362.98,Mobile Payment,Chicago
5190,5191,2023-11-02,Entertainment,8.95,Mobile Payment,Houston
5191,5192,2024-05-25,Clothing,250.35,Debit Card,Phoenix
5192,5193,2024-04-04,Entertainment,163.5,Debit Card,Chicago
5193,5194,2023-10-26,Food,348.83,Credit Card,Phoenix
5194,5195,2024-05-11,Food,478.52,Credit Card,Chicago
5195,5196,2024-08-31,Food,303.62,Debit Card,Houston
5196,5197,2024-03-09,Transportation,10.54,Cash,Chicago
5197,5198,2024-05-27,Utilities,148.61,Credit Card,Houston
5198,5199,2024-03-04,Miscellaneous,149.25,Cash,Phoenix
5199,5200,2024-04-02,Health,15.76,Debit Card,Los Angeles
5200,5201,2024-08-28,Entertainment,411.12,Cash,Houston
5201,5202,2023-12-28,Entertainment,472.86,Credit Card,New York
5202,5203,2023-11-30,Clothing,335.01,Credit Card,Chicago
5203,5204,2024-04-27,Health,461.99,Mobile Payment,Chicago
5204,5205,2024-05-10,Health,492.76,Debit Card,Phoenix
5205,5206,2024-05-19,Food,63.08,Cash,Los Angeles
5206,5207,2024-08-22,Utilities,388.01,Debit Card,Phoenix
5207,5208,2023-12-07,Health,250.55,Mobile Payment,New York
5208,5209,2024-06-01,Food,132.35,Credit Card,Phoenix
5209,5210,2024-05-19,Utilities,229.94,Cash,Phoenix
5210,5211,2024-05-24,Transportation,34.82,Cash,Phoenix
5211,5212,2024-08-13,Transportation,170.49,Debit Card,Los Angeles
5212,5213,2024-09-10,Clothing,53.35,Mobile Payment,Los Angeles
5213,5214,2024-08-15,Clothing,164.01,Cash,Houston
5214,5215,2024-01-14,Food,466.6,Cash,Phoenix
5215,5216,2024-02-02,Utilities,275.26,Debit Card,Los Angeles
5216,5217,2023-12-26,Health,165.28,Debit Card,Houston
5217,5218,2024-08-03,Food,416.59,Cash,Chicago
5218,5219,2024-01-13,Miscellaneous,444.58,Cash,Chicago
5219,5220,2024-08-02,Food,74.77,Credit Card,Phoenix
5220,5221,2024-08-23,Entertainment,154.43,Credit Card,Houston
5221,5222,2024-08-16,Food,324.14,Cash,Phoenix
5222,5223,2024-05-09,Utilities,194.03,Debit Card,New York
5223,5224,2023-11-17,Clothing,472.76,Cash,Los Angeles
5224,5225,2024-09-05,Transportation,228.14,Mobile Payment,Houston
5225,5226,2023-11-20,Clothing,82.13,Debit Card,Phoenix
5226,5227,2024-03-20,Food,70.98,Cash,Chicago
5227,5228,2024-05-22,Miscellaneous,331.6,Credit Card,Los Angeles
5228,5229,2024-05-25,Entertainment,311.32,Mobile Payment,Chicago
5229,5230,2024-01-19,Health,116.06,Mobile Payment,Phoenix
5230,5231,2024-05-17,Food,231.85,Cash,Los Angeles
5231,5232,2024-08-18,Entertainment,393.71,Mobile Payment,Los Angeles
5232,5233,2024-06-18,Entertainment,298.32,Mobile Payment,New York
5233,5234,2024-04-23,Miscellaneous,214.66,Mobile Payment,Phoenix
5234,5235,2024-07-25,Transportation,359.99,Cash,Los Angeles
5235,5236,2024-03-05,Miscellaneous,457.44,Mobile Payment,Houston
5236,5237,2024-06-24,Clothing,344.21,Mobile Payment,Chicago
5237,5238,2024-07-30,Transportation,428.22,Debit Card,Houston
5238,5239,2023-10-05,Transportation,268.51,Cash,Los Angeles
5239,5240,2024-01-10,Utilities,314.54,Credit Card,New York
5240,5241,2024-03-16,Transportation,226.63,Credit Card,Chicago
5241,5242,2023-10-18,Entertainment,53.3,Cash,Houston
5242,5243,2023-12-25,Clothing,480.63,Cash,Houston
5243,5244,2024-06-05,Transportation,55.85,Debit Card,New York
5244,5245,2024-03-06,Utilities,382.6,Debit Card,Los Angeles
5245,5246,2024-03-27,Entertainment,125.32,Mobile Payment,Phoenix
5246,5247,2023-12-06,Transportation,443.65,Credit Card,Phoenix
5247,5248,2024-01-12,Utilities,67.87,Debit Card,Los Angeles
5248,5249,2023-12-09,Clothing,24.62,Debit Card,Los Angeles
5249,5250,2024-06-07,Miscellaneous,341.22,Mobile Payment,New York
5250,5251,2024-05-14,Utilities,144.31,Mobile Payment,Chicago
5251,5252,2024-03-03,Utilities,209.42,Cash,Phoenix
5252,5253,2024-02-15,Entertainment,301.28,Debit Card,Phoenix
5253,5254,2024-03-30,Clothing,131.47,Debit Card,New York
5254,5255,2024-04-15,Transportation,302.74,Credit Card,Phoenix
5255,5256,2024-01-26,Miscellaneous,405.05,Debit Card,Los Angeles
5256,5257,2024-08-15,Utilities,234.31,Credit Card,Phoenix
5257,5258,2024-08-19,Entertainment,345.17,Cash,Chicago
5258,5259,2023-11-28,Miscellaneous,99.93,Debit Card,Los Angeles
5259,5260,2024-08-23,Health,452.33,Debit Card,Chicago
5260,5261,2024-03-17,Utilities,334.3,Credit Card,Houston
5261,5262,2023-11-30,Clothing,458.3,Debit Card,Chicago
5262,5263,2023-12-18,Health,411.63,Cash,Houston
5263,5264,2024-02-08,Health,335.39,Mobile Payment,New York
5264,5265,2023-12-28,Miscellaneous,455.18,Mobile Payment,New York
5265,5266,2023-10-08,Utilities,69.42,Cash,Houston
5266,5267,2024-05-24,Utilities,8.94,Mobile Payment,Chicago
5267,5268,2023-11-04,Utilities,91.31,Debit Card,Houston
5268,5269,2024-02-25,Health,441.62,Debit Card,Chicago
5269,5270,2024-09-02,Miscellaneous,220.78,Cash,New York
5270,5271,2024-09-20,Food,484.95,Debit Card,Chicago
5271,5272,2024-02-08,Food,203.27,Credit Card,Phoenix
5272,5273,2023-12-10,Food,46.59,Credit Card,New York
5273,5274,2024-01-10,Miscellaneous,284.09,Cash,Chicago
5274,5275,2024-08-03,Food,202.88,Cash,Houston
5275,5276,2024-04-14,Transportation,385.62,Debit Card,Chicago
5276,5277,2024-06-06,Health,281.02,Credit Card,Chicago
5277,5278,2024-03-12,Clothing,355.7,Cash,Phoenix
5278,5279,2024-08-05,Clothing,61.99,Mobile Payment,Los Angeles
5279,5280,2024-08-11,Transportation,189.6,Credit Card,Phoenix
5280,5281,2024-01-03,Transportation,242.91,Debit Card,Phoenix
5281,5282,2024-04-02,Miscellaneous,37.32,Credit Card,Phoenix
5282,5283,2023-11-15,Food,46.53,Debit Card,Houston
5283,5284,2023-11-07,Food,385.83,Credit Card,Los Angeles
5284,5285,2024-07-21,Health,321.7,Credit Card,Los Angeles
5285,5286,2024-06-05,Food,153.05,Mobile Payment,New York
5286,5287,2024-01-14,Miscellaneous,164.66,Mobile Payment,Chicago
5287,5288,2024-05-25,Food,282.03,Debit Card,Houston
5288,5289,2023-12-22,Clothing,333.31,Cash,Chicago
5289,5290,2024-03-12,Miscellaneous,484.74,Cash,Los Angeles
5290,5291,2024-06-27,Transportation,226.42,Credit Card,Phoenix
5291,5292,2023-12-19,Clothing,236.69,Credit Card,Chicago
5292,5293,2024-05-09,Utilities,332.01,Debit Card,Los Angeles
5293,5294,2023-10-02,Food,466.61,Debit Card,Chicago
5294,5295,2024-01-16,Utilities,10.25,Credit Card,New York
5295,5296,2024-06-27,Entertainment,269.16,Cash,New York
5296,5297,2024-09-23,Health,24.03,Debit Card,Los Angeles
5297,5298,2024-09-22,Transportation,464.85,Credit Card,Chicago
5298,5299,2024-03-28,Transportation,462.81,Mobile Payment,Houston
5299,5300,2024-08-26,Transportation,156.69,Mobile Payment,Houston
5300,5301,2024-07-28,Food,293.45,Credit Card,New York
5301,5302,2024-08-29,Entertainment,361.68,Cash,Phoenix
5302,5303,2024-03-22,Utilities,105.47,Mobile Payment,Chicago
5303,5304,2024-01-25,Food,252.46,Mobile Payment,Chicago
5304,5305,2024-01-27,Entertainment,265.85,Credit Card,Phoenix
5305,5306,2024-02-19,Transportation,351.15,Credit Card,New York
5306,5307,2024-07-06,Miscellaneous,180.87,Cash,Phoenix
5307,5308,2024-08-09,Food,246.0,Cash,Los Angeles
5308,5309,2024-05-16,Utilities,5.87,Credit Card,New York
5309,5310,2024-04-07,Health,108.63,Debit Card,Los Angeles
5310,5311,2024-04-24,Utilities,38.18,Mobile Payment,Houston
5311,5312,2024-02-04,Food,356.76,Credit Card,New York
5312,5313,2024-03-12,Utilities,466.12,Cash,Phoenix
5313,5314,2024-02-13,Miscellaneous,452.91,Debit Card,Phoenix
5314,5315,2024-06-22,Transportation,360.4,Debit Card,Los Angeles
5315,5316,2024-03-06,Food,353.04,Mobile Payment,Phoenix
5316,5317,2024-07-16,Transportation,292.26,Debit Card,Phoenix
5317,5318,2023-12-02,Clothing,358.57,Credit Card,Houston
5318,5319,2023-10-04,Health,378.51,Mobile Payment,Los Angeles
5319,5320,2024-09-03,Clothing,228.57,Cash,New York
5320,5321,2023-12-03,Utilities,148.6,Debit Card,Phoenix
5321,5322,2023-10-22,Entertainment,114.37,Mobile Payment,Chicago
5322,5323,2023-10-14,Utilities,5.89,Credit Card,Phoenix
5323,5324,2024-08-14,Health,310.11,Cash,Houston
5324,5325,2024-04-30,Utilities,50.11,Credit Card,New York
5325,5326,2024-05-28,Transportation,50.85,Credit Card,Los Angeles
5326,5327,2024-01-16,Clothing,172.03,Mobile Payment,Chicago
5327,5328,2023-10-22,Utilities,420.09,Debit Card,Phoenix
5328,5329,2024-08-10,Transportation,245.4,Debit Card,Houston
5329,5330,2024-09-06,Clothing,87.93,Cash,Chicago
5330,5331,2023-11-21,Miscellaneous,67.34,Cash,Los Angeles
5331,5332,2023-10-24,Entertainment,45.68,Mobile Payment,New York
5332,5333,2024-02-11,Food,375.79,Mobile Payment,Chicago
5333,5334,2023-10-08,Miscellaneous,27.89,Debit Card,New York
5334,5335,2024-04-30,Utilities,382.62,Debit Card,Houston
5335,5336,2023-10-03,Food,62.09,Credit Card,Phoenix
5336,5337,2023-10-03,Miscellaneous,293.04,Credit Card,Houston
5337,5338,2023-12-11,Food,449.29,Debit Card,New York
5338,5339,2024-04-12,Utilities,255.21,Credit Card,Los Angeles
5339,5340,2024-09-27,Miscellaneous,107.95,Mobile Payment,Phoenix
5340,5341,2024-03-28,Miscellaneous,369.04,Mobile Payment,Phoenix
5341,5342,2023-10-24,Entertainment,177.73,Cash,New York
5342,5343,2024-06-23,Miscellaneous,454.11,Mobile Payment,Phoenix
5343,5344,2024-06-28,Health,390.35,Credit Card,Phoenix
5344,5345,2023-11-11,Clothing,415.14,Debit Card,New York
5345,5346,2023-11-16,Entertainment,365.86,Debit Card,Chicago
5346,5347,2023-11-19,Transportation,143.05,Debit Card,Chicago
5347,5348,2023-12-19,Food,460.68,Credit Card,New York
5348,5349,2024-04-30,Clothing,258.4,Credit Card,Phoenix
5349,5350,2023-11-13,Utilities,69.28,Cash,New York
5350,5351,2024-03-18,Clothing,153.79,Debit Card,Phoenix
5351,5352,2023-11-10,Transportation,447.82,Mobile Payment,Los Angeles
5352,5353,2023-12-29,Miscellaneous,343.93,Mobile Payment,Chicago
5353,5354,2024-04-15,Utilities,71.51,Mobile Payment,Chicago
5354,5355,2024-08-23,Utilities,177.88,Debit Card,Phoenix
5355,5356,2023-12-29,Clothing,461.67,Debit Card,Houston
5356,5357,2024-03-26,Miscellaneous,243.03,Credit Card,Phoenix
5357,5358,2024-06-06,Entertainment,209.74,Cash,New York
5358,5359,2024-05-22,Clothing,337.59,Debit Card,New York
5359,5360,2023-12-24,Utilities,424.64,Debit Card,New York
5360,5361,2024-07-01,Transportation,5.1,Credit Card,Chicago
5361,5362,2024-05-14,Miscellaneous,360.02,Debit Card,Phoenix
5362,5363,2024-02-11,Health,242.34,Debit Card,Chicago
5363,5364,2024-07-09,Transportation,250.41,Cash,Houston
5364,5365,2024-03-25,Entertainment,113.65,Mobile Payment,New York
5365,5366,2023-11-20,Utilities,40.81,Debit Card,Houston
5366,5367,2024-07-04,Transportation,118.36,Credit Card,Phoenix
5367,5368,2023-12-01,Miscellaneous,380.18,Mobile Payment,New York
5368,5369,2024-01-22,Entertainment,7.99,Cash,Houston
5369,5370,2024-02-25,Food,419.23,Mobile Payment,Los Angeles
5370,5371,2024-03-08,Health,446.55,Mobile Payment,Phoenix
5371,5372,2024-04-20,Health,190.92,Cash,Phoenix
5372,5373,2024-05-05,Entertainment,246.05,Debit Card,Houston
5373,5374,2024-08-05,Miscellaneous,426.03,Mobile Payment,New York
5374,5375,2024-01-26,Health,212.27,Mobile Payment,Los Angeles
5375,5376,2023-09-29,Clothing,315.67,Credit Card,Phoenix
5376,5377,2024-04-20,Food,42.27,Debit Card,Los Angeles
5377,5378,2023-10-20,Transportation,398.42,Debit Card,Houston
5378,5379,2024-05-31,Transportation,246.45,Debit Card,New York
5379,5380,2024-03-11,Entertainment,129.64,Cash,Los Angeles
5380,5381,2023-10-08,Clothing,449.97,Cash,Chicago
5381,5382,2024-06-29,Entertainment,176.11,Mobile Payment,Phoenix
5382,5383,2024-01-31,Health,56.34,Cash,Phoenix
5383,5384,2024-09-03,Clothing,402.82,Credit Card,Houston
5384,5385,2023-12-27,Transportation,117.41,Mobile Payment,New York
5385,5386,2023-12-29,Entertainment,327.6,Debit Card,New York
5386,5387,2024-03-04,Transportation,346.8,Mobile Payment,Houston
5387,5388,2024-03-06,Clothing,171.21,Debit Card,Chicago
5388,5389,2024-06-03,Utilities,58.55,Cash,Houston
5389,5390,2024-02-23,Transportation,43.66,Credit Card,Chicago
5390,5391,2023-12-31,Food,275.58,Debit Card,New York
5391,5392,2024-07-09,Food,255.34,Debit Card,Phoenix
5392,5393,2023-10-11,Health,256.42,Credit Card,Phoenix
5393,5394,2024-06-03,Entertainment,133.43,Mobile Payment,Phoenix
5394,5395,2024-01-26,Utilities,266.23,Cash,New York
5395,5396,2023-11-28,Clothing,381.11,Credit Card,Houston
5396,5397,2023-11-26,Health,15.83,Cash,Houston
5397,5398,2024-06-06,Miscellaneous,201.11,Mobile Payment,Phoenix
5398,5399,2024-09-18,Entertainment,258.84,Credit Card,Los Angeles
5399,5400,2023-10-15,Utilities,164.58,Cash,Houston
5400,5401,2024-07-09,Transportation,427.71,Mobile Payment,New York
5401,5402,2023-10-26,Entertainment,100.07,Credit Card,Houston
5402,5403,2024-05-01,Health,396.53,Cash,Phoenix
5403,5404,2024-05-17,Health,345.05,Mobile Payment,Los Angeles
5404,5405,2024-06-09,Transportation,152.56,Mobile Payment,Houston
5405,5406,2023-11-16,Transportation,90.19,Credit Card,Los Angeles
5406,5407,2023-11-09,Transportation,376.25,Credit Card,Los Angeles
5407,5408,2024-09-15,Miscellaneous,418.54,Debit Card,Chicago
